,ID,Kota_Kabupaten,Provinsi,Area,Regional,Jumlah_Kelurahan_Desa,PDRB,PDRB_Per_Kapita,Indeks_Pembangunan_Manusia,Jumlah_Penduduk,Luas_Wilayah,Dana_Alokasi_Umum,Pengeluaran_Riil_per_Kapita_ per_Tahun,Nilai_UMR,Jumlah_Penduduk_Miskin,Jumlah_Penduduk_Bekerja,Pengguna_Internet,Pemilik_Ponsel,Pengguna_Ponsel,Jumlah_Agen_Pulsa
497,498,Kab. Sumba Timur,Nusa Tenggara Timur,Area 5,Balnus,16/140,6257,24207,65.52,244567,7000.5,605609005,9406.0,1950000.0,77.3,185220.0,70375,85921.0,156895.0,88.0
498,499,Kota Kupang,Nusa Tenggara Timur,Area 5,Balnus,51/-,24559,56462,79.71,442992,180.27,623856772,13337.0,1975000.0,39.72,347641.0,287506,296422.0,368629.0,288.0
499,500,Kab. Nagekeo,Nusa Tenggara Timur,Area 5,Balnus,16/97,2241,15367,65.81,159479,1416.96,414631577,8309.0,1950000.0,18.51,105599.0,38060,65438.0,102121.0,54.0
500,501,Kab. Timor Tengah Utara,Nusa Tenggara Timur,Area 5,Balnus,33/160,4083,16066,63.53,259576,2669.7,565758346,6364.0,1950000.0,56.98,181725.0,69580,101860.0,179017.0,113.0
501,502,Kota Bima,Nusa Tenggara Barat,Area 5,Balnus,38/-,4274,24699,75.81,154887,222.25,442038321,11105.0,2225000.0,14.66,94970.0,82092,93724.0,132132.0,74.0
502,503,Kab. Manggarai Barat,Nusa Tenggara Timur,Area 5,Balnus,5/164,3467,12621,63.89,256064,2397.03,502486188,7468.0,1950000.0,49.4,188310.0,60683,89558.0,170812.0,97.0
503,504,Kab. Lombok Tengah,Nusa Tenggara Barat,Area 5,Balnus,12/127,17881,18872,66.43,1033832,1095.03,957311642,9952.0,2192987.0,128.1,518563.0,407481,500386.0,763021.0,453.0
504,505,Kab. Ngada,Nusa Tenggara Timur,Area 5,Balnus,16/135,3474,21284,67.88,165001,1645.88,448202354,8865.0,1950000.0,20.62,117316.0,51134,70299.0,109130.0,67.0
505,506,Kab. Sabu Raijua,Nusa Tenggara Timur,Area 5,Balnus,5/58,1424,14623,57.02,89074,460.54,341460889,5265.0,1950000.0,30.14,68608.0,24637,29965.0,44390.0,13.0
506,507,Kab. Lombok Utara,Nusa Tenggara Barat,Area 5,Balnus,-/33,4868,22085,64.42,247147,776.25,378529590,9006.0,2186053.0,59.86,117484.0,73306,108073.0,167601.0,164.0
507,508,Kab. Sumba Barat Daya,Nusa Tenggara Timur,Area 5,Balnus,2/173,3755,10893,62.28,303884,1480.46,462481864,6372.0,1950000.0,97.81,223749.0,45033,76427.0,166545.0,67.0
508,509,Kab. Lembata,Nusa Tenggara Timur,Area 5,Balnus,7/144,1859,12993,64.74,135677,1266.0,445274975,7305.0,1950000.0,37.92,105130.0,36745,61162.0,94187.0,60.0
509,510,Kab. Lombok Barat,Nusa Tenggara Barat,Area 5,Balnus,3/119,15461,22247,68.2,720454,896.56,730289354,11304.0,2184425.0,100.25,342531.0,287120,349526.0,526440.0,400.0
510,511,Kab. Rote Ndao,Nusa Tenggara Timur,Area 5,Balnus,7/112,3136,18224,62.39,143511,1280.0,424607949,6539.0,1950000.0,48.77,129165.0,44361,61841.0,96422.0,54.0
511,512,Kab. Kupang,Nusa Tenggara Timur,Area 5,Balnus,17/160,7710,19105,64.32,366617,5434.76,635495332,7526.0,1950000.0,94.94,277213.0,103355,153091.0,251540.0,166.0
512,513,Kab. Sumbawa Barat,Nusa Tenggara Barat,Area 5,Balnus,7/57,17583,118321,71.63,145545,1849.02,376608234,11536.0,2278710.0,20.2,74262.0,76000,83356.0,117796.0,121.0
