,ID,Kota_Kabupaten,Provinsi,Area,Regional,Jumlah_Kelurahan_Desa,PDRB,PDRB_Per_Kapita,Indeks_Pembangunan_Manusia,Jumlah_Penduduk,Luas_Wilayah,Dana_Alokasi_Umum,Pengeluaran_Riil_per_Kapita_ per_Tahun,Nilai_UMR,Jumlah_Penduduk_Miskin,Jumlah_Penduduk_Bekerja,Pengguna_Internet,Pemilik_Ponsel,Pengguna_Ponsel,Jumlah_Agen_Pulsa,log_PDRB,log_PDRB_Per_Kapita,log_Indeks_Pembangunan_Manusia,log_Dana_Alokasi_Umum,log_Pengeluaran_Riil_per_Kapita_ per_Tahun,log_Nilai_UMR,log_Jumlah_Penduduk_Miskin,log_Jumlah_Penduduk_Bekerja,log_Pengguna_Internet,log_Pemilik_Ponsel,log_Pengguna_Ponsel,log_Jumlah_Penduduk,Area_encode,Regional_Encode
0,1,Kota Sungai Penuh,Jambi,Area 1,Sumbagsel,4/65,7488,82367,75.42,96357,391.5,414326985,10248.0,2930000.0,2.78,41806.0,46893,59407.0,72385.0,37.0,8.921190556249368,11.3189522909558,4.336244442018754,19.842166041300956,9.234935418831563,14.89051332229012,1.3297240096314962,10.640819068607131,10.755645014480681,10.992184176416862,11.18976818950964,11.475825701013202,1,1
1,2,Kab. Lampung Tengah,Lampung,Area 1,Lampung,10/301,71953,56156,70.16,1461172,3802.68,1259528176,11219.0,2442413.0,152.28,662539.0,943592,759070.0,1115607.0,705.0,11.183782304932828,10.935906618469438,4.264930862797635,20.95400302508272,9.325453179076687,14.708497452453196,5.03226631422255,13.403836212378366,13.757450208090514,13.539850596139809,13.924910105738801,14.194750095769226,1,2
2,3,Kab. Mesuji,Lampung,Area 1,Lampung,0/105,10578,52835,63.63,227265,2184.0,410246380,7984.0,2588912.0,14.72,95531.0,132091,114985.0,175374.0,71.0,9.266626182986775,10.874948055543754,4.168678699274804,19.83226846644523,8.985320060649112,14.766748654461063,2.7549337870010606,11.467216548876578,11.791253928494895,11.652565660804143,12.074681817404763,12.33387641660197,1,2
3,4,Kab. Kepahiang,Bengkulu,Area 1,Sumbagsel,12/105,4321,31498,68.17,149484,665.0,403631660,9273.0,2215000.0,20.27,1002160.0,54865,80981.0,96905.0,46.0,8.371473537066832,10.357711078278063,4.236567242612494,19.81601328984863,9.134970064951407,14.61076341292854,3.0572976292121457,13.81766922636223,10.91264912781489,11.301982186737337,11.481496715466568,11.91495133233088,1,1
4,5,Kab. Kerinci,Jambi,Area 1,Sumbagsel,2/285,10123,42413,71.21,250006,3355.27,570389068,9995.0,2930000.0,17.48,118080.0,28639,160714.0,187258.0,82.0,9.222664121665014,10.65523377539901,4.27957854046309,20.161829263135992,9.209940291954844,14.89051332229012,2.916689066213538,11.679126108633128,10.262559621074582,11.987387888999912,12.140247964309872,12.429244196452391,1,1
5,6,Kab. Lampung Utara,Lampung,Area 1,Lampung,15/232,24124,39105,67.67,632072,2725.87,888494843,8733.0,2461850.0,119.35,286377.0,388590,327835.0,437688.0,332.0,10.091003926207186,10.57403118688622,4.229312422632585,20.605039402503312,9.074978734045507,14.716424063992614,4.790404164229081,12.565067895475696,12.870282655595519,12.7002687623246,12.989263891494671,13.356760172787766,1,2
6,7,Kota Bandar Lampung,Lampung,Area 1,Lampung,126/-,59507,56593,77.44,1165039,296.0,1025122725,12197.0,2653223.0,93.74,475244.0,831424,773555.0,840657.0,986.0,10.993866036277135,10.94365825150499,4.362334001328145,20.748078175052324,9.409027282856401,14.791286062273313,4.5511362974956056,13.071585739516793,13.630896375110435,13.55875334456468,13.6419401975074,13.968265979156461,1,2
7,8,Kab. Rejang Lebong,Bengkulu,Area 1,Sumbagsel,34/122,9370,35914,70.44,276392,1639.98,566437095,10234.0,2215000.0,41.47,1002160.0,105399,146340.0,192097.0,113.0,9.145375093123823,10.488910314508901,4.268857936568244,20.154876592549407,9.23356849809539,14.61076341292854,3.74879794432518,13.81766922636223,11.5655179150894,11.89369479381634,12.165760937458307,12.529579044939902,1,1
8,9,Kab. Pesisir Barat,Lampung,Area 1,Lampung,2/116,4649,30017,63.91,162444,2907.23,406509124,8457.0,2432002.0,22.24,73228.0,93156,81364.0,114132.0,70.0,8.444622498581403,10.30955248071626,4.173001695045377,19.82311693442467,9.042868018032435,14.704225755620065,3.1458749319837103,11.201346796356251,11.442041520817673,11.306700484094714,11.645119714016602,11.998094761922433,1,2
9,10,Kota Gunungsitoli,Sumatera Utara,Area 1,Sumbagut,101,5514,38714,69.31,135764,280.78,408549541,7980.0,2603246.0,23.54,63815.0,46349,67251.0,96688.0,60.0,8.615226931687603,10.563982400820825,4.25291403621107,19.828123742756546,8.984818995876008,14.772270069985831,3.2003044392827653,11.063759221590965,10.743976570994,11.11620203679882,11.479254921092949,11.818680728929381,1,3
10,11,Kota Sibolga,Sumatera Utara,Area 1,Sumbagut,17/-,5532,63127,73.63,89331,41.31,393325325,11473.0,3004000.0,10.49,44305.0,43001,50546.0,69167.0,45.0,8.618485442898109,11.052919690200872,4.312542571143296,19.790147628921538,9.347838885161817,14.915455624755587,2.4414770918606643,10.698875387042621,10.669001905221974,10.830658875506495,11.144293606907413,11.400115045340366,1,3
11,12,Kota Medan,Sumatera Utara,Area 1,Sumbagut,151/-,241482,105918,80.98,2436379,265.1,1560956851,14890.0,3222557.0,183.54,1134643.0,1369367,1599492.0,1948139.0,2512.0,12.394554356222294,11.570429930038655,4.406475315076191,21.168564836842073,9.608512282590205,14.985686012081919,5.21786624215041,13.941829503309522,14.129859877497717,14.285197261994519,14.482385629185357,14.70602388907807,1,3
12,13,Kota Tanjung Balai,Sumatera Utara,Area 1,Sumbagut,31/-,8951,51086,68.65,175774,107.83,412466823,11132.0,2822425.0,23.54,82977.0,72683,95592.0,138206.0,103.0,9.09963224999176,10.841285340694714,4.243482700225814,19.837666333837944,9.317668949728708,14.85310735677032,3.2003044392827653,11.326330791403096,11.193876556768947,11.467854874601327,11.836507840263078,12.076960047067361,1,3
13,14,Kab. Nias,Sumatera Utara,Area 1,Sumbagut,-/170,3825,27562,61.93,146419,1842.51,419794128,6898.0,2560336.0,23.12,74942.0,28786,51622.0,81878.0,32.0,8.249575150000199,10.224229572614233,4.1420229975388425,19.85527498002195,8.839131752546109,14.755649448416879,3.1830413718589847,11.22448310357204,10.267679175328517,10.851722588592787,11.31299782670602,11.894234483200634,1,3
14,15,Kab. Nias Selatan,Sumatera Utara,Area 1,Sumbagut,3/457,6861,21449,61.89,360765,1825.2,628496268,6974.0,3222526.0,53.88,165452.0,63645,123047.0,169852.0,54.0,8.833754223418396,9.973479924356162,4.141387168555412,20.258840649620552,8.850087606689566,14.985676392348433,4.00514898341763,12.016442445551643,11.06109175833445,11.720329802131646,12.042688636076257,12.795984827696946,1,3
15,16,Kab. Bintan,Kepulauan Riau,Area 1,Sumbagteng,15/36,21301,133630,74.13,159265,590.14,487690253,14482.0,3648714.0,10.21,51939.0,93450,110204.0,123392.0,251.0,9.966556244003112,11.802837549096655,4.319219946381069,20.005191036884135,9.580730826800856,15.109885608778315,2.4168062370840686,10.85784448521674,11.445192513736032,11.610097546722487,11.723129662750436,11.978331039345155,1,5
16,17,Kab. Samosir,Sumatera Utara,Area 1,Sumbagut,6/128,4435,35144,70.63,136188,2069.05,422251066,8422.0,2648577.0,15.8,45588.0,37520,61362.0,87599.0,82.0,8.397508348470257,10.467237639610005,4.27151398062636,19.86111064058801,9.038721338315364,14.789533450165491,2.8213788864092133,10.727421738332131,10.532656055217016,11.024562326632154,11.380536276924483,11.82179890585303,1,3
17,18,Kab. Seluma,Bengkulu,Area 1,Sumbagsel,20/182,4603,23752,66.89,207624,2400.44,477383614,8220.0,2215000.0,36.23,1002160.0,66410,100758.0,135296.0,73.0,8.434680769841773,10.075464117275093,4.217888748313555,19.983830949956175,9.014447135152134,14.61076341292854,3.6171148878846253,13.81766922636223,11.103617984394585,11.520486805844055,11.815227640964054,12.243488846915596,1,1
18,19,Kota Payakumbuh,Sumatera Barat,Area 1,Sumbagteng,47/-,6829,50368,78.9,139323,85.22,423286932,13281.0,2913366.0,7.74,65892.0,78839,89816.0,115956.0,118.0,8.829079952564836,10.827131185455466,4.380775852772229,19.86356083565489,9.494165014100659,14.88482001496091,2.167910189667444,11.095787493300891,11.275175761266656,11.405529545950332,11.660974711710935,11.844557434949213,1,5
19,20,Kab. Lampung Selatan,Lampung,Area 1,Lampung,4/256,45108,44605,68.36,1063274,700.32,969397256,9875.0,2567168.0,143.33,445328.0,659934,554128.0,750583.0,600.0,10.716837062123032,10.705623658107903,4.239310332472287,20.692185051786236,9.19786285046507,14.758314293291974,4.972102344379472,13.006568613824355,13.399896624304173,13.225152790609165,13.528606849175553,13.876864325653942,1,2
20,21,Kab. Nias Barat,Sumatera Utara,Area 1,Sumbagut,-/105,1817,20955,61.51,89741,473.73,333762307,5830.0,3222526.0,22.33,27785.0,15817,31381.0,46847.0,16.0,7.505492274737424,9.95018028052811,4.135326543943721,19.625939644901383,8.670943791222156,14.985676392348433,3.1497400860333387,10.232287575708806,9.668903811079362,10.353989759119013,10.754663597320983,11.404694165887381,1,3
21,22,Kota Jambi,Jambi,Area 1,Sumbagsel,62/-,30856,51024,78.37,605173,103.54,690724772,12056.0,2930000.0,50.44,286387.0,130319,480575.0,480575.0,634.0,10.337118907970643,10.840070987678045,4.374120463102784,20.353251999928247,9.397400683117311,14.89051332229012,3.940416079929364,12.565102813749482,11.777748243275926,13.082740663459555,13.082740663459555,13.31327129896886,1,1
22,23,Kab. Tulang Bawang Barat,Lampung,Area 1,Lampung,3/093,11521,42167,65.97,285909,1201.0,443399456,8395.0,2472144.0,20.29,136136.0,171482,150531.0,230801.0,132.0,9.352013530292329,10.649416918535042,4.204244757921959,19.90998163051786,9.035510680940524,14.720596752797395,3.058237478905388,11.821417010619875,12.052239415310456,11.921930965154381,12.349315479089801,12.56343235496349,1,2
23,24,Kab. Simalungun,Sumatera Utara,Area 1,Sumbagut,27/386,38057,43849,73.25,989219,4386.6,1146405476,11308.0,2607089.0,73.64,460319.0,399307,599600.0,813215.0,611.0,10.546866590861953,10.688529997800329,4.307437777682809,20.859897212031374,9.333354147871328,14.773745214759339,4.312676556539088,13.039677178785375,12.89748832791197,13.304019712987708,13.608752035899387,13.804672032783278,1,3
24,25,Kab. Kaur,Bengkulu,Area 1,Sumbagsel,3/192,3524,29075,66.99,126298,2369.05,415365742,8593.0,2215000.0,22.57,1002160.0,37221,61035.0,74000.0,52.0,8.16763571524637,10.277668370604527,4.219360635538369,19.84466999850445,9.058819564334941,14.61076341292854,3.1599747169480397,13.81766922636223,10.52465526330391,11.019219133011626,11.211833885608513,11.746407390650864,1,1
25,26,Kab. Serdang Bedagai,Sumatera Utara,Area 1,Sumbagut,6/237,27959,45360,70.24,656463,1900.22,734027202,10950.0,2869292.0,49.18,314818.0,191063,329677.0,479709.0,487.0,10.238530196347746,10.722407984014007,4.266054458421461,20.41405664719994,9.301186055275759,14.869576215925347,3.9156165409382764,12.659753149485496,12.160363729436524,12.70587169950558,13.080937033635182,13.394623134968569,1,3
26,27,Kab. Tulang Bawang,Lampung,Area 1,Lampung,4/147,23290,51652,68.52,430255,3466.32,580505819,10863.0,2443413.0,42.43,208672.0,276683,245591.0,348357.0,173.0,10.055822298839407,10.85230355611368,4.241614480957137,20.179410384891757,9.293209849798478,14.708906799656562,3.7711504465467307,12.24852371239123,12.530631339744614,12.411426901434702,12.760985965602918,12.972135659357143,1,2
27,28,Kab. Asahan,Sumatera Utara,Area 1,Sumbagut,27/177,37440,51303,70.29,768933,3702.21,837408029,10890.0,2814735.0,66.32,317794.0,260118,436096.0,550062.0,484.0,10.530521639636548,10.845524000828698,4.266756065129537,20.54582200070802,9.295692039075686,14.850379031854269,4.209457369322605,12.669161799795472,12.468894497596182,12.985619974651039,13.21778809610337,13.552760419056817,1,3
28,29,Kab. Tanjung Jabung Barat,Jambi,Area 1,Sumbagsel,20/114,43303,129676,67.54,317732,4649.85,490342499,9480.0,2930000.0,34.79,166179.0,21910,173773.0,220457.0,161.0,10.676000288476814,11.772802022273982,4.2274175164464625,20.010614684488324,9.15704507491796,14.89051332229012,3.5776685247779345,12.020826817218973,9.99474407280768,12.06551088338444,12.303462479535668,12.668966686440289,1,1
29,30,Kab. Merangin,Jambi,Area 1,Sumbagsel,10/205,15377,39538,69.19,354286,7679.0,669437069,10279.0,2930000.0,33.92,187523.0,27518,185929.0,218049.0,175.0,9.640693195592126,10.585042805560075,4.2512058507423305,20.3219477231586,9.237955539009157,14.89051332229012,3.5530597309714014,12.141662116201301,10.222631954177766,12.133125537774108,12.292479673270913,12.777862598111525,1,1
30,31,Kota Sabang,Aceh,Area 1,Sumbagut,-/18,1533,43948,75.78,40944,153.0,339726509,11273.0,4200479.0,5.27,17071.0,11669,11669.0,12827.0,49.0,7.335633981927201,10.690785149725912,4.340944189572651,19.643651469532465,9.33025446864152,15.250709362437767,1.8357763546448294,9.745194973541535,9.364776725280601,9.364776725280601,9.459385560813045,10.619984981704288,1,3
31,32,Kota Padangsidimpuan,Sumatera Utara,Area 1,Sumbagut,37/42,6373,28730,75.22,224852,114.66,478792324,10856.0,2676209.0,16.56,120647.0,119233,130141.0,176392.0,131.0,8.759982494977281,10.265731958189729,4.333623895445714,19.98677750186214,9.292565312231853,14.79991217248755,2.8656235882069705,11.700632494040521,11.688843227840975,11.776381440996047,12.080469739227773,12.323202134337999,1,3
32,33,Kab. Mandailing Natal,Sumatera Utara,Area 1,Sumbagut,27/380,13545,30282,66.79,473120,6134.0,754946034,9684.0,2691808.0,41.31,206000.0,105597,167558.0,280350.0,178.0,9.51384657977485,10.318341777940978,4.216414691442874,20.44215682783752,9.178333575841096,14.805724016263792,3.7450234647319762,12.235636302128867,11.567394710681006,12.029090807031704,12.543797668515316,13.067106448712748,1,3
33,34,Kab. Bengkulu Selatan,Bengkulu,Area 1,Sumbagsel,16/142,5701,35992,70.63,165996,1186.1,525650342,9837.0,2215000.0,28.41,1002160.0,57714,92389.0,130128.0,74.0,8.648572269472618,10.49107975408703,4.27151398062636,20.080146802511347,9.194007717355285,14.61076341292854,3.3813347525659037,13.81766922636223,10.963272384049013,11.433774026664791,11.776281545118207,12.019724994886218,1,1
34,35,Kota Palembang,Sumatera Selatan,Area 1,Sumbagsel,107/-,154805,93094,78.33,1669975,369.22,1235336955,14679.0,3270093.78,182.61,756546.0,862504,1126403.0,1288094.0,1680.0,11.949927999076548,11.441375756130153,4.373616367313912,20.934609608678993,9.594241302168507,15.000329527162867,5.212813942934096,13.536519938502744,13.667596224972298,13.934540815515973,14.06867494069044,14.328319813032186,1,1
35,36,Kab. Karimun,Kepulauan Riau,Area 1,Sumbagteng,29/42,13537,58149,71.44,253204,912.75,422360762,11885.0,3335902.0,15.99,249375.0,122592,159129.0,179511.0,314.0,9.513255825068553,10.97078115794681,4.282758633015213,19.861370395416724,9.383116515926606,15.020253965299428,2.8326249356838407,12.426717076643287,11.716625204606235,11.97747675720423,12.097997337043639,12.441954716292571,1,5
36,37,Kota Metro,Lampung,Area 1,Lampung,22/0,6365,38023,77.19,168423,61.79,437364108,11906.0,2433381.0,14.31,81896.0,118600,112193.0,127174.0,148.0,8.758726607842037,10.545972818293846,4.359141762136423,19.896276607513286,9.384881741451174,14.704792617250513,2.7285062096695922,11.313217639133635,11.68352019721342,11.627984794705016,11.753319369690965,12.034239888450392,1,2
37,38,Kab. Lampung Barat,Lampung,Area 1,Lampung,5/131,7188,23737,67.8,302373,2142.78,500613338,9929.0,2526546.0,38.12,171849.0,186017,164727.0,220038.0,131.0,8.880307358983872,10.07483241861645,4.231203744939298,20.031344582631718,9.203315757039219,14.742364106351282,3.6666338451666167,12.05437728227798,12.133598722206566,12.012050907787982,12.301560082350818,12.619419940755144,1,2
38,39,Kab. Pringsewu,Lampung,Area 1,Lampung,5/126,11252,28116,70.3,405700,625.0,582828145,10262.0,2432002.0,40.12,191320.0,260693,191645.0,291769.0,193.0,9.328390038749998,10.244129654600282,4.26689632742025,20.183402925559815,9.236300473645715,14.704225755620065,3.7164946211469094,12.161707924625649,12.471102584697022,12.163405199210771,12.583721099641563,12.913371714067024,1,2
39,40,Kab. Tapanuli Selatan,Sumatera Utara,Area 1,Sumbagut,36/212,13932,49418,70.12,301145,6030.47,609162427,11236.0,2903042.0,23.96,152658.0,74426,128152.0,190928.0,118.0,9.542015406113592,10.808090244615093,4.264368591205649,20.227595502756355,9.326967183907902,14.881270055160243,3.217274543501227,11.935961954826618,11.217574058213541,11.760980141584534,12.15965691017219,12.615350475966254,1,3
40,41,Kab. Nias Utara,Sumatera Utara,Area 1,Sumbagut,1/112,3516,25484,62.36,147021,1202.78,393721097,6064.0,2509536.0,34.75,66776.0,32802,51491.0,87923.0,40.0,8.165363632473982,10.145845322774143,4.14883274750617,19.791153343505304,8.71028982137815,14.735608831941336,3.5765502691400166,11.10911398885872,10.398275253604346,10.849181734779526,11.384228083947963,11.898337514426899,1,3
41,42,Kab. Way Kanan,Lampung,Area 1,Lampung,6/221,14124,31379,67.44,473809,3921.63,626301547,9102.0,2617538.0,58.41,238736.0,288216,225307.0,342064.0,200.0,9.555701556014641,10.353926026287024,4.225957449023992,20.255342519151537,9.116359308505288,14.777745121329296,4.08446256236765,12.383117806598728,12.571468947622616,12.325223634001208,12.74275605646545,13.068561676435973,1,2
42,43,Kab. Tanjung Jabung Timur,Jambi,Area 1,Sumbagsel,20/73,24696,112263,64.43,229560,5445.0,523900364,9026.0,2930000.0,24.23,113773.0,13151,128222.0,158385.0,96.0,10.114437057749631,11.628608519430971,4.180980868881647,20.07681208107605,9.107975365298154,14.89051332229012,3.2280337626529665,11.641969303569136,9.48432911729596,11.76152621455345,11.972790370617997,12.34392406837242,1,1
43,44,Kab. Tanggamus,Lampung,Area 1,Lampung,3/299,15645,26150,66.42,639248,3020.64,725176840,9250.0,2432002.0,70.37,288992.0,388301,303649.0,456525.0,222.0,9.657970572245025,10.171642709679686,4.2109417098059145,20.40192610169633,9.132486932771318,14.704225755620065,4.267877612982976,12.574157745347938,12.869538666363203,12.623631001325721,13.03140093248838,13.368049328819007,1,2
44,44,Kota Lubuklinggau,Sumatera Selatan,Area 1,Sumbagsel,72/-,6657,28664,74.78,233913,401.5,451901335,13243.0,3144446.0,29.8,112078.0,107708,152096.0,173596.0,159.0,8.80357441813497,10.263432145342483,4.327834405590455,19.928974430783423,9.491299898667137,14.961148597997765,3.427514689979529,11.626959258772656,11.587188425112691,11.932273754186989,12.064491799953077,12.362708805419787,1,1
45,46,Kab. Langkat,Sumatera Utara,Area 1,Sumbagut,37/240,42515,40810,71.0,1029175,6262.0,1106713503,11071.0,2711000.0,101.87,539583.0,328174,544946.0,692183.0,762.0,10.657635754653473,10.616706931897728,4.276666119016055,20.824660653202677,9.31217467785745,14.812828497348312,4.6334660551429385,13.198553751282347,12.701302281671609,13.208443821210095,13.4476070952095,13.84426904003505,1,3
46,47,Kab. Lebong,Bengkulu,Area 1,Sumbagsel,11/93,3346,28698,67.01,106040,1921.82,377859122,11124.0,2215000.0,13.97,1002160.0,35763,49174.0,64761.0,39.0,8.115819701211327,10.264617557935098,4.219654753187547,19.750031993641315,9.31695010703444,14.61076341292854,2.706048198431537,13.81766922636223,10.48469707985521,10.80314064325726,11.078474290575965,11.571581090762118,1,1
47,48,Kab. Pesawaran,Lampung,Area 1,Lampung,0/144,16403,36912,65.79,477702,2243.51,624502440,7892.0,2432002.0,66.04,207785.0,284772,240059.0,364460.0,245.0,9.705280486511949,10.51631907150734,4.201553368737545,20.25246579624925,8.973731569708402,14.704225755620065,4.205289456173828,12.244263982904105,12.559447650655047,12.388644171079335,12.806174828821609,13.076744479450442,1,2
48,49,Kab. Lampung Timur,Lampung,Area 1,Lampung,0/264,42541,40736,69.37,1109313,5325.03,1015031133,9983.0,2431150.0,153.57,514297.0,711113,600402.0,872361.0,558.0,10.658247102223596,10.614892049366905,4.253767035978457,20.738185122861353,9.208739090609209,14.703875365725475,5.040647068164227,13.15055814297458,13.474588033485428,13.305356375397848,13.678959754360017,13.919252364218643,1,2
49,50,Kota Bengkulu,Bengkulu,Area 1,Sumbagsel,67/-,23201,60241,80.36,373825,151.7,649681045,13938.0,2215000.0,69.12,1002160.0,246784,257942.0,320307.0,316.0,10.051993760835352,11.006125062453858,4.398883751740304,20.29199210196053,9.542445945729886,14.61076341292854,4.250208060053033,13.81766922636223,12.416272791208455,12.460493909262517,12.677038311869792,12.831545727496952,1,1
50,51,Kab. Pesisir Selatan,Sumatera Barat,Area 1,Sumbagteng,-/182,14045,30274,69.9,504652,5749.89,792358743,9212.0,2232852.0,35.46,222264.0,166293,249463.0,368402.0,257.0,9.550092936718967,10.318077568421293,4.2612704335380815,20.49052480681943,9.128370809108931,14.618790697934354,3.596215769250517,12.311625642662252,12.021512585155518,12.427069895185959,12.816932726652608,13.131626343363495,1,5
51,52,Kota Binjai,Sumatera Utara,Area 1,Sumbagut,37/-,11700,42300,75.89,291589,59.19,544802063,10997.0,2614781.0,15.91,139445.0,130095,182128.0,205496.0,253.0,9.367429587218957,10.652566005416872,4.342375829044089,20.115933101338655,9.30546871706776,14.776691286805324,2.827905162910489,11.845432708528067,11.77602791844762,12.112470506193867,12.23318671427172,12.583103984975791,1,3
52,53,Kab. Toba Samosir,Sumatera Utara,Area 1,Sumbagut,13/231,7677,41788,75.16,205946,2328.89,522549596,12154.0,2668615.0,16.05,104719.0,80426,110838.0,166878.0,142.0,8.946114375560743,10.640388425985996,4.33283639048311,20.074230459786424,9.405495886750224,14.797070543925635,2.8361502037295256,11.559045400583782,11.295105219687365,11.615833976922502,12.025024277886827,12.235374133115743,1,3
53,54,Kab. Labuhan Batu Utara,Sumatera Utara,Area 1,Sumbagut,90,24378,67007,71.61,382228,3570.98,562869404,11779.0,2869293.0,34.86,175830.0,106643,196527.0,257333.0,193.0,10.101477384966797,11.112567294230209,4.285102653392156,20.148558196496634,9.374158457205578,14.869576564443197,3.5796224681769866,12.07727858543402,11.577251463526476,12.188560193778876,12.458130131009023,12.853775184414282,1,3
54,55,Kab. Bengkulu Utara,Bengkulu,Area 1,Sumbagsel,5/215,8253,26622,68.82,296757,4324.6,590458935,10263.0,2215000.0,36.67,1002160.0,104019,147526.0,197894.0,123.0,9.018453210312527,10.189530782819384,4.24592050167689,20.196410650116707,9.236397906295473,14.61076341292854,3.62886402170395,13.81766922636223,11.552338467327063,11.901766488857707,12.195491865985987,12.600672270827996,1,1
55,56,Kota Prabumulih,Sumatera Selatan,Area 1,Sumbagsel,25/12,7823,41872,74.55,192943,251.94,401337761,12723.0,3144446.0,21.83,90013.0,90117,114388.0,140671.0,166.0,8.964951211714654,10.642396506792736,4.3247946887187485,19.810313929987768,9.451245252869034,14.961148597997765,3.1280754605417043,11.407720492770446,11.408875201667874,11.647360199458603,11.854186218323239,12.170155270343374,1,1
56,57,Kab. Bengkulu Tengah,Bengkulu,Area 1,Sumbagsel,1/142,4607,40164,67.61,116453,1223.94,409476286,9392.0,2215000.0,10.79,1002160.0,43787,59093.0,81051.0,69.0,8.435549202375727,10.600751248607914,4.2284382967028,19.830389552376804,9.147720009994515,14.61076341292854,2.4672517145492794,13.81766922636223,10.687115086224448,10.986884675397757,11.30284620298522,11.665251624228782,1,1
57,58,Kab. Padang Lawas,Sumatera Utara,Area 1,Sumbagut,1/303,11372,40435,68.25,260758,3892.74,498935494,8807.0,2753827.0,23.87,149219.0,64900,104365.0,177884.0,122.0,9.338997404184445,10.607475756273947,4.237723145067448,20.02798737682282,9.083415678402515,14.828502501708893,3.2136622578153133,11.913177006025505,11.080618310893968,11.555659230890438,12.088892553067005,12.471351888087112,1,3
58,59,Kab. Pakpak Bharat,Sumatera Utara,Area 1,Sumbagut,-/52,1178,24077,67.59,52098,1218.3,324896653,8170.0,3222526.0,4.59,29879.0,15355,23429.0,36435.0,32.0,7.072421900537371,10.089053839494971,4.22814675151123,19.599017702032896,9.008346579384707,14.985676392348433,1.7209792871670078,10.304944639246754,9.639261556120688,10.061772531501841,10.503312575864701,10.860901033699289,1,3
59,60,Kab. Tebo,Jambi,Area 1,Sumbagsel,5/107,14621,41245,69.14,337903,6461.0,536524337,10389.0,2930000.0,22.47,176355.0,134940,246343.0,246343.0,160.0,9.590282522853261,10.627309417363993,4.2504932447120325,20.100622483404976,9.248599084093273,14.89051332229012,3.1557230098629323,12.08025995833464,11.812592924855009,12.414484212083869,12.414484212083869,12.730517110454155,1,1
60,61,Kab. Muara Enim,Sumatera Selatan,Area 1,Sumbagsel,10/245,57424,90174,68.74,611873,7383.9,620313421,10951.0,3144446.0,79.27,303651.0,201420,331192.0,393328.0,367.0,10.958235027557299,11.40950750577174,4.2447740412475055,20.245735427626386,9.301277366968284,14.961148597997765,4.385395952143486,12.623637587834576,12.213152523940085,12.710456566004188,12.882401690763897,13.32428165794484,1,1
61,62,Kota Bukittinggi,Sumatera Barat,Area 1,Sumbagteng,24/-,8700,66524,80.58,120775,25.24,430965335,13282.0,2838494.0,6.01,62283.0,81432,87873.0,105099.0,105.0,9.071193240566025,11.10533309584589,4.401584133889412,19.881538217919452,9.494240301132503,14.85878454009762,1.9473377010464987,11.039459849961315,11.307535875241468,11.383659249247362,11.562667556865042,11.701692869247571,1,5
62,63,Kab. Mukomuko,Bengkulu,Area 1,Sumbagsel,3/148,5160,26613,68.45,190245,4036.7,460324684,10266.0,2215000.0,23.1,1002160.0,73493,132634.0,132634.0,85.0,8.548885638148727,10.189192672103689,4.240607069200353,19.947442635418188,9.236690147298965,14.61076341292854,3.1822118404966093,13.81766922636223,11.20495904921574,11.795356273639308,11.795356273639308,12.156073250535757,1,1
63,64,Kab. Kepulauan Anambas,Kepulauan Riau,Area 1,Sumbagteng,2/052,17434,412053,68.8,47149,144.56,376722003,11875.0,3501441.0,2.8,15390.0,18865,26808.0,35159.0,24.0,9.766234959109752,12.928909687704174,4.2456340097683265,19.74701808348619,9.382274835883651,15.068685441610947,1.33500106673234,9.641538201979953,9.845116639209799,10.196492931019254,10.467664351799113,10.761089288061603,1,5
64,65,Kab. Dairi,Sumatera Utara,Area 1,Sumbagut,8/161,9166,32242,71.57,308998,1927.8,569042190,10350.0,2504195.0,22.93,136573.0,93919,149961.0,230339.0,154.0,9.123365357961776,10.381056244400666,4.284551613290046,20.15946513872656,9.24483841238375,14.7334782828992,3.175132901920282,11.824621871252855,11.450198635061923,11.91813720765075,12.347311757222899,12.641093319628691,1,3
65,66,Kab. Labuhan Batu Selatan,Sumatera Utara,Area 1,Sumbagut,54,27132,80041,71.4,314328,3596.0,481566736,11495.0,2930970.0,28.63,147212.0,107373,165426.0,235140.0,175.0,10.208505978234776,11.290306775891734,4.282206299391671,19.99255538188257,9.34975442775886,14.890844325410031,3.388787361585474,11.899635796594746,11.584073346088358,12.016285288878205,12.367940613198263,12.658195487062429,1,3
66,67,Kota Tebing Tinggi,Sumatera Utara,Area 1,Sumbagut,35/-,5924,36035,75.17,172585,31.0,395688258,12876.0,2537876.0,16.32,87334.0,76381,112419.0,129793.0,161.0,8.686935966003333,10.492273717771331,4.3329676843846965,19.796137234447162,9.463198053273784,14.74683846272511,2.851861903134289,11.377506577862492,11.243502345301838,11.629997136556065,11.773703857222241,12.058650941943066,1,3
67,68,Kab. Ogan Komering Ulu Selatan,Sumatera Selatan,Area 1,Sumbagsel,7/252,8817,24417,65.3,409215,5493.94,590626515,8580.0,3144446.0,39.5,185850.0,90939,192130.0,237166.0,90.0,9.084550365917883,10.103075844228801,4.194189897191817,20.196694422981473,9.057305735807121,14.961148597997765,3.7013019741124933,12.13270055639427,11.417955227379002,12.165932710021446,12.376519813324323,12.921998412979459,1,1
