,ID,Kota_Kabupaten,Provinsi,Area,Regional,Jumlah_Kelurahan_Desa,PDRB,PDRB_Per_Kapita,Indeks_Pembangunan_Manusia,Jumlah_Penduduk,Luas_Wilayah,Dana_Alokasi_Umum,Pengeluaran_Riil_per_Kapita_ per_Tahun,Nilai_UMR,Jumlah_Penduduk_Miskin,Jumlah_Penduduk_Bekerja,Pengguna_Internet,Pemilik_Ponsel,Pengguna_Ponsel,Jumlah_Agen_Pulsa,log_PDRB,log_PDRB_Per_Kapita,log_Indeks_Pembangunan_Manusia,log_Dana_Alokasi_Umum,log_Pengeluaran_Riil_per_Kapita_ per_Tahun,log_Nilai_UMR,log_Jumlah_Penduduk_Miskin,log_Jumlah_Penduduk_Bekerja,log_Pengguna_Internet,log_Pemilik_Ponsel,log_Pengguna_Ponsel,log_Jumlah_Penduduk,Area_encode,Regional_Encode
260,261,Kab. Kulon Progo,Yogyakarta,Area 3,Jateng,88,12017,27932,74.46,436629,586.27,663335010,10041.0,1750500.0,78.06,256632.0,244719,247529.0,312160.0,248.0,9.394160804893874,10.23756406455664,4.323602714536165,20.312790716157235,9.21453157659465,14.375412590642046,4.37020705786854,12.455402327727205,12.407869978824785,12.419287065766499,12.651274359337199,12.986841433517943,3,10
261,262,Kota Kediri,Jawa Timur,Area 3,Jatim,46/-,139253,484513,78.23,286543,63.4,582747476,11976.0,2060925.0,22.19,142122.0,188988,222760.0,222760.0,230.0,11.84405488269115,13.090901605664317,4.372355014977151,20.183264506398437,9.390743422947507,14.538665954327467,3.1437211512674406,11.864448158834211,12.149444091289832,12.313854726829819,12.313854726829819,12.56564738100652,3,9
262,263,Kota Surakarta,Jawa Tengah,Area 3,Jateng,51/-,48003,92387,82.21,522598,46.01,799696465,15049.0,1956200.0,47.03,266082.0,127335,368062.0,420955.0,518.0,10.779039619751332,11.43375237906605,4.421367532912338,20.49974279613517,9.619133270177022,14.486514885033573,3.871825815676733,12.491563569167765,11.75458454110969,12.816009398150939,12.950283594138515,13.166569718557442,3,10
263,264,Kota Yogyakarta,Yogyakarta,Area 3,Jateng,45/-,36599,84732,86.61,373823,32.5,631639948,18678.0,2004000.0,31.62,243570.0,292716,282399.0,325595.0,493.0,10.507803519389457,11.347260415151336,4.4728951466782725,20.26383008882052,9.835155177159303,14.510656240188764,3.4849255971928677,12.4031637601121,12.586961550938739,12.551079784601225,12.693412628022775,12.831540377399982,3,10
264,265,Kota Tegal,Jawa Tengah,Area 3,Jateng,27/-,15288,61174,75.07,273572,39.68,462030024,13250.0,1925000.0,19.55,114121.0,49361,171390.0,216770.0,175.0,9.634888894560614,11.021493888310873,4.33165396900921,19.951140436111796,9.491828300264636,14.470437045184406,3.022860940942244,11.645023330585715,10.806936176396984,12.051702775015725,12.28659677576281,12.519323775650399,3,10
265,266,Kota Madiun,Jawa Timur,Area 3,Jatim,27/-,14108,79705,80.91,194922,33.92,476135673,15616.0,1954705.0,8.83,91730.0,132437,155021.0,155021.0,189.0,9.554568170613157,11.286100144253393,4.40562108352751,19.981213400994292,9.656115343487846,14.485750356461137,2.285438934159075,11.426615660003202,11.793869890369267,11.951322321313366,11.951322321313366,12.180359887768615,3,9
266,267,Kota Salatiga,Jawa Tengah,Area 3,Jateng,23/-,13316,68609,83.14,192069,57.36,427568712,15944.0,2810000.0,9.69,102053.0,136573,155902.0,155902.0,178.0,9.496796693502144,11.136193575684937,4.432482078162375,19.873625565588803,9.676900579444158,14.848695397181752,2.3693087250369538,11.533257363942147,11.824621871252855,11.956989297965276,11.956989297965276,12.165615167898897,3,10
267,268,Kota Probolinggo,Jawa Timur,Area 3,Jatim,29/-,11350,47849,73.27,239396,56.67,440456818,11796.0,2319796.0,17.72,112502.0,130873,152488.0,178799.0,131.0,9.337061124755339,10.7758263968811,4.307707101681205,19.903322971293754,9.375600540841843,14.656990239814144,2.929592471049446,11.630735166937729,11.781990307264945,11.934847741280485,12.09402314172155,12.38587854069917,3,9
268,269,Kota Pekalongan,Jawa Tengah,Area 3,Jateng,27/-,10874,35409,74.98,307384,45.25,436146579,12680.0,2072000.0,22.16,146219.0,36447,179941.0,221768.0,193.0,9.294221855956884,10.474749545105949,4.330470147759479,19.89348893747377,9.447860089234899,14.544025364986878,3.1424266527047946,11.892867615847306,10.503641866246909,12.10038985572539,12.309391578575735,12.635856312539513,3,10
269,270,Kota Magelang,Jawa Tengah,Area 3,Jateng,17/-,8810,72146,78.99,121273,16.06,418992998,12514.0,1853000.0,9.27,60612.0,27694,82089.0,96751.0,96.0,9.08375621986673,11.186460983295962,4.3819016268607305,19.85336476891627,9.434683203865875,14.43231704493276,2.329227023940467,11.012264670503114,10.229007170467204,11.315571485342312,11.479906282512994,11.70580772735689,3,10
270,271,Kota Pasuruan,Jawa Timur,Area 3,Jatim,34/-,8289,41356,75.26,207753,35.29,412604511,12931.0,2794801.0,13.4,99441.0,121122,162554.0,162554.0,118.0,9.022805248129341,10.629996972702473,4.334148554429418,19.838000094072413,9.467460138845324,14.84327182127489,2.667228206581955,11.50732983861307,11.70456183718884,11.998771685025206,11.998771685025206,12.244109966443292,3,9
271,272,Kota Mojokerto,Jawa Timur,Area 3,Jatim,18/-,6809,52780,78.04,132181,16.47,375978526,13155.0,2456302.0,8.09,64400.0,85472,101975.0,101975.0,112.0,8.826147399143558,10.873906556448501,4.369954053439613,19.745042590680832,9.484633207308947,14.714167931975057,2.2071749081893874,11.072884439922198,11.355955815579172,11.532492770462758,11.532492770462758,11.791935039792104,3,9
272,273,Kota Blitar,Jawa Timur,Area 3,Jatim,21/-,6792,47875,78.57,148896,32.57,402974374,13391.0,1954635.0,11.1,77018.0,97776,98897.0,124012.0,109.0,8.823647949191303,10.77636961399326,4.3766371373894435,19.814383532281365,9.502412792729256,14.48571454480792,2.4932054526026954,11.251807423644,11.490444654541077,11.501844294959412,11.728141677801657,11.911010070718964,3,9
273,274,Kab. Bulukumba,Sulawesi Selatan,Area 4,Sulawesi,27/109,14215,33796,68.99,437841,1154.67,672997972,10513.0,3103800.0,30.0,199431.0,172444,245559.0,351431.0,295.0,9.562123369834488,10.42812732013549,4.248352374701448,20.32725287571739,9.260462981379394,14.948138047405317,3.4339872044851463,12.203228605078438,12.057833624033377,12.411296595541433,12.769771514903203,12.989613393686044,4,11
274,275,Kab. Barru,Sulawesi Selatan,Area 4,Sulawesi,15/40,7271,41711,71.0,184199,1174.71,493676854,10923.0,3103800.0,14.44,70068.0,69765,103342.0,136614.0,153.0,8.891786635857315,10.638544136173284,4.276666119016055,20.017391721433377,9.298717482593595,14.948138047405317,2.73696154459663,11.157235749819899,11.152902064058596,11.545808831804939,11.824922029753438,12.123777402803343,4,11
275,276,Kota Palangka Raya,Kalimantan Tengah,Area 4,Kalimantan,30/-,18259,62601,80.77,293691,23990.0,606015976,14055.0,2931674.0,10.23,134616.0,277533,323762.0,326661.0,387.0,9.81246815414896,11.044552505459624,4.4039104281738854,20.222416908372516,9.550804629866933,14.891084490005808,2.418588768750352,11.81018898836616,12.533698727185877,12.68776704562987,12.696681276162318,12.590286878136808,4,12
276,277,Kab. Nduga,Papua,Area 4,Malpua,-/248,1216,12336,31.55,106280,2168.0,573202494,3975.0,3516700.0,36.54,61100.0,697,5879.0,8051.0,1.0,7.104144092987527,9.420358156071465,3.4827773686545784,20.166749606665274,8.288031567776464,15.073033892203757,3.6254070311583626,11.020283511637867,6.548219102762372,8.679312040892672,8.993675786759683,11.573841808937502,4,13
277,278,Kab. Gorontalo Utara,Gorontalo,Area 4,Sulawesi,-/123,3370,29289,64.86,124704,1676.15,381954333,8921.0,2788826.0,19.56,49768.0,43188,69048.0,92351.0,43.0,8.12296471523406,10.285001439821778,4.187531276948218,19.76081161492222,9.09627541568821,14.841131635284505,3.0233474405869645,10.815147579225588,10.673341112178944,11.142571676473336,11.433362642133543,11.733706227095249,4,11
278,279,Kab. Sidenreng Rappang,Sulawesi Selatan,Area 4,Sulawesi,38/68,13894,46010,71.21,320224,2506.19,588705480,12073.0,3103800.0,15.36,117843.0,143274,192137.0,243113.0,277.0,9.539284342176604,10.73663577731889,4.27957854046309,20.193436584299977,9.398809659356372,14.948138047405317,2.794839331174601,11.677116994891712,11.872521139419938,12.16596914283284,12.40128574811536,12.676779152699337,4,11
279,280,Kab. Takalar,Sulawesi Selatan,Area 4,Sulawesi,24/76,10157,34007,67.31,301087,566.51,576931979,10454.0,3103800.0,25.38,133211.0,119703,164273.0,228160.0,205.0,9.22601685136119,10.434351070038627,4.224056168743758,20.173234931908066,9.254835611862735,14.948138047405317,3.2726061472891685,11.799697123120648,11.692777307863254,12.009291044394018,12.337806799087664,12.615157859806493,4,11
280,281,Kab. Deiyai,Papua,Area 4,Malpua,-/67,1388,18969,49.46,99111,537.39,457268042,4632.0,3516700.0,30.98,48243.0,74,12774.0,16831.0,1.0,7.236339342754344,9.85061406292906,3.921180943212912,19.940780304270838,8.440959885416648,15.073033892203757,3.4651107074058083,10.784026746703134,4.31748811353631,9.455245415071905,9.731037115537436,11.504005802795575,4,13
281,282,Kab. Lanny Jaya,Papua,Area 4,Malpua,1/354,1828,10210,47.86,196146,2248.0,611251000,4350.0,3516700.0,68.62,111133.0,223,15309.0,16164.0,2.0,7.511524648390866,9.231220849555537,3.8889590658295945,20.23101823637983,8.37816098272068,15.073033892203757,4.243051882383293,11.618491959412967,5.4116460518550396,9.63626148865173,9.690603690159534,12.1866196571032,4,13
282,283,Kab. Pulang Pisau,Kalimantan Tengah,Area 4,Kalimantan,4/095,5297,41670,68.45,134246,8997.0,524333062,10047.0,2947368.0,5.21,69369.0,98303,152395.0,170824.0,96.0,8.575084669832014,10.637560722208704,4.240607069200353,20.077637656778975,9.21512888870798,14.896423465961535,1.8261608959453874,11.147209776379347,11.49581999706729,11.934237675171072,12.04839491964898,11.807436665752713,4,12
283,284,Kab. Barito Utara,Kalimantan Tengah,Area 4,Kalimantan,010/093,9801,74979,70.59,154559,8300.0,512512783,9936.0,3307767.0,6.78,63346.0,126739,161503.0,178052.0,66.0,9.190341725469493,11.224976690289903,4.270955399408094,20.054836213055975,9.204020443231363,15.011784199655402,2.0515563381903004,11.056382828668998,11.749893022877508,11.99228518913999,12.08983653776364,11.948337649446344,4,12
284,285,Kab. Gowa,Sulawesi Selatan,Area 4,Sulawesi,46/121,20939,27099,70.14,764809,1883.32,811842983,9394.0,3103800.0,57.68,347773.0,342450,459533.0,594148.0,535.0,9.949416484424528,10.207289006867793,4.264649766520309,20.51481750996954,9.147932911847565,14.948138047405317,4.072098953274781,12.75930812250131,12.743883860756114,13.03796821151166,13.294885408640091,13.547382715947656,4,11
285,286,Kab. Yalimo,Papua,Area 4,Malpua,-/300,1221,19508,48.34,101457,1253.0,574824986,4647.0,3516700.0,20.84,38758.0,23783,31022.0,40446.0,2.0,7.108244139731541,9.878631176537262,3.8987351111012107,20.16957618199676,8.444192298531748,15.073033892203757,3.083743150876704,10.565118265878281,10.076768364677934,10.342484143853085,10.607747754099643,11.527400198724541,4,13
286,287,Kab. Sinjai,Sulawesi Selatan,Area 4,Sulawesi,13/67,10961,44898,67.6,259225,819.96,553586735,9439.0,3103800.0,22.06,110725.0,107317,145930.0,192637.0,120.0,9.302190025606063,10.712170801767405,4.22829253473184,20.131929002443126,9.152711259139547,14.948138047405317,3.138099514840913,11.614813960134676,11.583551668510525,11.890889186238875,12.168568058988898,12.465455547071656,4,11
287,288,Kab. Puncak,Papua,Area 4,Malpua,-/206,1401,12372,43.04,114488,8055.0,749381270,5378.0,3516700.0,42.43,66035.0,4117,12318.0,13438.0,1.0,7.2456550675945355,9.423271958213975,3.785098311854479,20.43475845201796,8.590257762273243,15.073033892203757,3.7711504465467307,11.097955326847758,8.323122887587735,9.418898064961974,9.505916206547065,11.64823402749243,4,13
288,289,Kab. Kotawaringin Timur,Kalimantan Tengah,Area 4,Kalimantan,17/168,26817,57502,71.31,429129,16796.0,772439994,11854.0,2991946.0,26.64,220036.0,191778,247838.0,307610.0,485.0,10.196828582839588,10.959592399337474,4.28096243218686,20.465064887343804,9.380504998499505,14.911434904015868,3.319263998899469,12.301550993011704,12.164098946386016,12.420534620781355,12.636591276702445,12.969515182308776,4,12
289,290,Kab. Katingan,Kalimantan Tengah,Area 4,Kalimantan,7/514,8237,48452,68.68,161969,17500.0,636084451,10548.0,2962344.0,8.23,81473.0,323518,545760.0,638244.0,103.0,9.016512874996026,10.788349534906622,4.243913332544247,20.270841898652616,9.263786347681808,14.901491742381644,2.222459048514761,11.30803922992685,12.687013123810456,13.209936429958034,13.366477501152168,11.995166411880442,4,12
290,291,Kab. Jeneponto,Sulawesi Selatan,Area 4,Sulawesi,31/82,10090,27735,64.26,401844,749.79,616181444,9114.0,3103800.0,53.24,171319.0,146592,211423.0,308151.0,249.0,9.219399216464529,10.230486487364859,4.178379291165174,20.239052031696836,9.117676687112763,14.948138047405317,3.99341864363214,12.051288431729308,11.895415318317863,12.261620874829612,12.638348446714938,12.903821721109805,4,11
291,292,Kab. Halmahera Tengah,Maluku Utara,Area 4,Malpua,0/61,2429,43595,65.42,56549,1469.93,417517843,7841.0,4200479.0,7.7,67819.5986,7650,52228.0,65873.0,7.0,7.795646536334594,10.682720682009203,4.195998215948601,19.84983784146161,8.967249182852276,15.250709362437767,2.1633230256605382,11.124621241945603,8.942591637231851,10.86339317516243,11.095499105462787,10.942880481544266,4,13
292,293,Kab. Gorontalo,Gorontalo,Area 4,Sulawesi,14/191,12887,34044,68.68,393341,1750.83,622762737,9277.0,2788826.0,185.02,172213.0,49477,217400.0,302465.0,232.0,9.464051924856811,10.435438457917067,4.243913332544247,20.249676166333344,9.135401285311689,14.841131635284505,5.225854194814321,12.056493168484044,10.80928340531763,12.289498853474674,12.619724153441837,12.8824347414293,4,11
293,294,Kab. Gunung Mas,Kalimantan Tengah,Area 4,Kalimantan,13/114,5743,47894,70.81,135120,10805.0,520224021,10793.0,2936816.0,5.78,60559.0,786238,1084334.0,1329781.0,61.0,8.65591111072806,10.776766393816992,4.2740237421222265,20.06977008830556,9.286745703178589,14.892836899761464,1.9139771019523042,11.01138988811133,13.57501609643787,13.896477453828927,14.100525576988826,11.813925952283189,4,12
294,295,Kab. Sarmi,Papua,Area 4,Malpua,2/92,2816,69494,63.63,41262,17742.0,645243003,6600.0,3516700.0,5.7,18578.0,15076,19826.0,24536.0,26.0,7.943427767876373,11.149010086518858,4.168678699274804,20.285137554195035,8.79497643168877,15.073033892203757,1.9021075263969205,9.82978718960617,9.62092568277892,9.894799924138562,10.107937461403084,10.62772149362817,4,13
295,296,Kab. Mamberamo Tengah,Papua,Area 4,Malpua,-/59,1164,24140,47.57,36230,1275.0,606244984,4462.0,3516700.0,17.72,30761.0,788,10554.0,3561.0,1.0,7.060476365999801,10.091666918814242,3.8830060563576536,20.222794728016805,8.40357646462927,15.073033892203757,2.929592471049446,10.334035441011755,6.670766320845874,9.264354960282422,8.178077463849608,10.497670384943484,4,13
296,297,Kab. Bone Bolango,Gorontalo,Area 4,Sulawesi,5/160,4579,28402,69.98,162525,1984.31,461575596,10052.0,2788826.0,25.72,70883.0,22532,93465.0,127054.0,123.0,8.429454277108231,10.254250052373257,4.2623981472183505,19.95015640564285,9.215626376405421,14.841131635284505,3.285412348668445,11.168800017095236,10.022736180354121,11.445353012781407,11.752375342558748,11.998593267953295,4,11
297,298,Kab. Mamuju Tengah,Sulawesi Barat,Area 4,Sulawesi,-/54,3154,23531,65.71,135027,3014.37,337153809,11111.0,2571328.0,7.95,53268.3614,49164,119834.0,102388.0,38.0,8.056743774975313,10.066116475984346,4.200354866721424,19.63604979368905,9.31578088443418,14.759933443833178,2.191653532286764,10.883116611853456,10.802937267214256,11.693871075584251,11.536534563942402,11.81323744332203,4,11
298,299,Kota Tarakan,Kalimantan Utara,Area 4,Kalimantan,20/-,36290,133963,75.83,242533,250.8,427504956,10894.0,3756825.0,17.33,120804.0,153153,39345.0,131024.0,214.0,10.499325055627958,11.80532638612195,4.341595188879544,19.8734764415955,9.29605924737872,15.139085009935556,2.9085390618516134,11.701932954354756,11.939199230104634,10.580149596836211,11.783143423670367,12.398897185717273,4,12
299,300,Kab. Banggai,Sulawesi Tengah,Area 4,Sulawesi,46/291,30513,80976,70.52,362509,9672.7,820986428,9712.0,2343970.0,28.16,200140.0,151280,207026.0,263137.0,158.0,10.325940873673147,11.301920442715682,4.269977130865259,20.526017137438426,9.18122047340233,14.667357057588854,3.3727979071404572,12.206777397134413,11.926894313569614,12.240604498524238,12.48043388837411,12.80080733910327,4,11
300,301,Kab. Morowali,Sulawesi Tengah,Area 4,Sulawesi,7/126,24327,200561,72.21,161474,3037.04,468016546,11159.0,2768593.0,16.5,57727.0,56175,87032.0,117328.0,97.0,10.099383229357201,12.208878704860636,4.293332023658551,19.96401421009449,9.320091235935301,14.833850168073125,2.8622008809294686,10.963497603422296,10.936244898408214,11.374042636061565,11.672737233411945,11.992105610900673,4,11
301,302,Kab. Muna,Sulawesi Tenggara,Area 4,Sulawesi,26/125,6929,41466,69.02,215274,1922.16,625789665,8203.0,1102807.0,28.73,86721.0,83337,116840.0,165550.5,96.0,8.84361509218395,10.632653209172005,4.2487809155265195,20.25452487579969,9.012377119192271,13.913370212367346,3.3921566370100065,11.37046287913816,11.330659906608332,11.668569315177821,12.017037603641079,12.279671559564365,4,11
302,303,Kab. Halmahera Barat,Maluku Utara,Area 4,Malpua,0/169,2261,19111,65.31,132096,1704.2,465217012,7352.0,4200279.0,10.56,71879.289,31060,61330.0,79063.0,20.0,7.724004656676065,9.858071689005646,4.194340715380776,19.958014549307222,8.902863672196222,15.25066174769814,2.4475508632442313,11.182757361479284,10.343708291934567,11.02404070372108,11.27801293005602,11.791291780184409,4,13
303,304,Kab. Soppeng,Sulawesi Selatan,Area 4,Sulawesi,21/49,10937,48184,68.67,234914,1359.44,592427212,9483.0,3103800.0,17.23,96629.0,88052,146578.0,180103.0,210.0,9.299998243906717,10.782803048285388,4.2437698090420275,20.199738576169835,9.157361447185297,14.948138047405317,2.9030685886905716,11.478644530993353,11.385694184894186,11.895319811243445,12.10128974080081,12.366979025568645,4,11
304,305,Kab. Toraja Utara,Sulawesi Selatan,Area 4,Sulawesi,40/111,9596,41504,69.33,260833,1151.47,509432943,8097.0,3103800.0,27.88,104796.0,86892,144677.0,206620.0,113.0,9.169205828617628,10.633569180889136,4.2531984503199265,20.048808790581806,8.999372396592106,14.948138047405317,3.3631493140246254,11.55978042450515,11.372432755649935,11.88226586235976,12.23864147619426,12.471639468635612,4,11
305,306,Kab. Bantaeng,Sulawesi Selatan,Area 4,Sulawesi,21/46,8781,46801,68.73,196463,395.83,478709520,11632.0,3103800.0,16.84,199431.0,77363,104061.0,157857.0,118.0,9.080459451121662,10.753681216035357,4.244630641232919,19.986604543448426,9.361601165816767,14.948138047405317,2.8814431271518632,12.203228605078438,11.256276835098621,11.552742154340551,11.969451173728189,12.188234487400294,4,11
306,307,Kab. Jayapura,Papua,Area 4,Malpua,5/139,16429,124650,71.69,398712,11157.15,639644647,9898.0,3516700.0,16.61,63741.0,165537,233463.0,263222.0,116.0,9.706864211031315,11.73327311138242,4.286203823496544,20.27642334261657,9.200189020919808,15.073033892203757,2.8684669225081145,11.062598964950041,12.0169560546943,12.360783168615946,12.480756860633601,12.895997138807283,4,13
307,308,Kab. Bone,Sulawesi Selatan,Area 4,Sulawesi,44/328,36035,47502,66.06,800748,4559.0,1015212018,8963.0,3103800.0,81.33,322096.0,313918,460348.0,625454.0,489.0,10.492273717771331,10.768548145923093,4.205587741038083,20.738363313340866,9.100971834920818,14.948138047405317,4.410735561310335,12.682608021398238,12.656890269829088,13.039740176453396,13.346234663855078,13.593302818641401,4,11
308,309,Kab. Kapuas,Kalimantan Tengah,Area 4,Kalimantan,17/214,16609,46289,69.48,410680,14999.0,795355088,11051.0,2909962.0,18.17,166956.0,145410,257097.0,305274.0,176.0,9.71776020260734,10.742681234025316,4.255328981627924,20.49429922572911,9.310366686043308,14.88365092429021,2.9533465570575532,12.02549157321399,11.887319494589997,12.457212614149434,12.628968288701223,12.925572036395813,4,12
309,310,Kab. Tana Toraja,Sulawesi Selatan,Area 4,Sulawesi,47/112,7480,31965,68.75,280541,2054.3,549165995,7217.0,3103800.0,28.41,121006.0,88043,155079.0,203656.0,90.0,8.920121751872404,10.3724281169286,4.244917420701475,20.123911314427772,8.884333185202735,14.948138047405317,3.3813347525659037,11.70360367414523,11.385591968501995,11.951696391784866,12.224192485184087,12.544478725356399,4,11
310,311,Kab. Kepulauan Selayar,Sulawesi Selatan,Area 4,Sulawesi,7/81,6443,47504,67.38,136818,10503.69,568560531,8970.0,3103800.0,17.04,62702.0,50746,74954.0,96447.0,53.0,8.770904744296866,10.76859024764085,4.2250803842111555,20.158618342179675,9.101752431559284,14.948138047405317,2.8925915146344776,11.046164572366338,10.834607781856281,11.224643212446415,11.476759281986167,11.826414163415308,4,11
311,312,Kab. Siau Tagulandang Biaro,Sulawesi Utara,Area 4,Sulawesi,93,2367,35642,67.64,71564,275.86,368894458,8080.0,3310000.0,5.95,33638.0,24927,38466.0,56826.0,28.0,7.769800996003896,10.481308053126398,4.228875455179707,19.726021142123386,8.997270906233448,15.012459049468003,1.9387416595767009,10.42344138712899,10.123746948670474,10.557556009861747,10.947766843877893,11.178361406618317,4,11
312,313,Kab. Wakatobi,Sulawesi Tenggara,Area 4,Sulawesi,26/75,4357,45433,69.48,111149,559.54,448618554,9204.0,1368288.0,13.75,43727.0,43475,67475.0,165550.5,32.0,8.379768515504566,10.724016002423166,4.255328981627924,19.921683541210157,9.127502093667179,14.12907161216289,2.691243082785829,10.685743908167849,10.679964340683078,11.119527258080202,12.017037603641079,11.618635919392343,4,11
313,314,Kota Makassar,Sulawesi Selatan,Area 4,Sulawesi,153/-,178430,116875,82.25,1425004,175.77,1286419315,16873.0,3191572.0,69.98,592517.0,915808,999646.0,1145348.0,1985.0,12.091957250848486,11.668868822704118,4.421848128860553,20.975128471823506,9.733529254725571,14.976024456673748,4.2623981472183505,13.292136531276803,13.72756310663009,13.815157495645108,13.951219952020779,14.169685880450663,4,11
314,315,Kab. Merauke,Papua,Area 4,Malpua,11/179,16009,70398,70.09,230679,44071.0,1138620943,10097.0,3516700.0,22.89,113621.0,90635,121082.0,141295.0,132.0,9.68096880599076,11.161934337499794,4.263946679941392,20.853083668831665,9.22009266341886,15.073033892203757,3.173459961337718,11.64063242849096,11.414606764101448,11.704231539835648,11.858612259708583,12.34878674772935,4,13
315,316,Kab. Luwu,Sulawesi Selatan,Area 4,Sulawesi,20/207,15658,43250,70.51,365842,3000.25,659004993,10014.0,3103800.0,46.04,152169.0,133605,198931.0,286324.0,199.0,9.658801110545443,10.674775633480014,4.2698373000603045,20.30624167058678,9.211839248099919,14.948138047405317,3.8509983035903717,11.93275359591416,11.802650449255891,12.200718336768249,12.564882808265917,12.80995955860446,4,11
316,317,Kab. Jayawijaya,Papua,Area 4,Malpua,4/328,8340,38275,58.03,269300,7030.66,674896830,7441.0,3516700.0,81.71,136768.0,58369,104327.0,120207.0,34.0,9.028938392241612,10.552578346899153,4.078045789252598,20.330070394192166,8.914894908906568,15.073033892203757,4.415340513703815,11.826048650303937,10.974557338197837,11.555295061336738,11.696978854608941,12.503584992123654,4,13
317,318,Kab. Ketapang,Kalimantan Barat,Area 4,Kalimantan,9/253,27509,53646,67.17,569630,31240.74,1044411014,9163.0,2860323.0,53.45,45270.0,222390,292720.0,350707.0,337.0,10.22230485391862,10.890180828508424,4.222004585374694,20.766718941459025,9.123038043573386,14.866445463092868,3.9972828493789696,10.720421929870149,12.31219237291383,12.586975215921196,12.767709247387907,13.252744061756266,4,12
318,319,Kab. Pinrang,Sulawesi Selatan,Area 4,Sulawesi,39/69,19630,52053,71.26,404228,1961.77,675600723,11844.0,3103800.0,33.56,151266.0,190709,246399.0,334102.0,295.0,9.884865228408033,10.860036920273846,4.280270725719494,20.33111281453737,9.379661116592885,14.948138047405317,3.542696943935855,11.926801766271268,12.158509228598565,12.414711510641501,12.719204607652035,12.909736828038058,4,11
319,320,Kab. Luwu Utara,Sulawesi Selatan,Area 4,Sulawesi,7/166,13047,41700,69.57,323153,7502.58,626246756,11562.0,3103800.0,42.2,147318.0,118203,175999.0,247800.0,128.0,9.476390144300849,10.638280388314705,4.256605125012738,20.255255031906827,9.355565624128962,14.948138047405317,3.765840495250065,11.900355582591352,11.68016722432909,12.078239274020289,12.420381283681547,12.685884268766994,4,11
320,321,Kab. Kubu Raya,Kalimantan Barat,Area 4,Kalimantan,0/117,29116,50258,67.95,608365,6958.22,729912591,8709.0,2433000.0,25.9,20576.0,297161,336435.0,407051.0,409.0,10.279077475025472,10.824944914361643,4.233381604239311,20.408435347951364,9.072227069846548,14.704636032780783,3.292126286607793,9.931929226167432,12.602032723624033,12.726163216812973,12.916696220391355,13.318531953519036,4,12
321,322,Kab. Bulungan,Kalimantan Utara,Area 4,Kalimantan,7/074,18265,128514,71.1,151591,139252.72,526600151,9121.0,3109313.0,13.08,63406.0,80113,103083.0,122103.0,90.0,9.812796687251625,11.763800908022327,4.278054044290903,20.081952093670573,9.118444357271645,14.949912681046206,2.644755350729896,11.057329544425208,11.291205899307036,11.54329946882521,11.712628419594958,11.92894798034945,4,12
322,323,Kab. Tambrauw,Papua Barat,Area 4,Malpua,-/216,236,17018,53.45,28126,11529.18,470637002,4998.0,3184225.0,4.59,6659.118,2254,9909.0,12608.0,1.0,5.4680601411351315,9.742085645994678,3.9972828493789696,19.969597660575673,8.51699317141357,14.973719803326954,1.7209792871670078,8.803892481095195,7.720905251936779,9.201299627324033,9.442166123673227,10.244485248089557,4,13
323,324,Kab. Kolaka,Sulawesi Tenggara,Area 4,Sulawesi,35/100,26456,130900,73.45,237334,3283.59,555034971,12515.0,1807108.0,23.76,94519.0,109473,140465.0,165550.5,105.0,10.183276052556291,11.782196591288216,4.310127759130018,20.13454168233811,9.434763104788773,14.407238888729118,3.2092294478163956,11.456566731300844,11.603442357122285,11.852720745588373,12.017037603641079,12.377227924173257,4,11
324,325,Kab. Mamberamo Raya,Papua,Area 4,Malpua,-/60,1665,69146,51.78,36230,23813.91,675263568,4581.0,3516700.0,6.98,10466.0,811,10857.0,18434.0,3.0,7.418180822726788,11.143989952203855,3.966132331075178,20.330613645214815,8.42989086301344,15.073033892203757,2.0769384114617173,9.255982729854884,6.699500340161678,9.292657414465397,9.822006310668245,10.497670384943484,4,13
325,326,Kab. Banggai Kepulauan,Sulawesi Tengah,Area 4,Sulawesi,3/141,4037,34096,65.42,119889,2488.79,446343684,7545.0,2390739.0,16.7,63278.0,33587,52586.0,69133.0,39.0,8.303504798872783,10.436964682861856,4.195998215948601,19.916599807399496,8.928772900524256,14.687113499415213,2.8735646395797834,11.05530879953538,10.421924139303453,10.870224219890657,11.143801929264502,11.694329934701699,4,11
326,327,Kota Manado,Sulawesi Utara,Area 4,Sulawesi,87/-,37387,86217,78.93,452150,157.27,718105042,13886.0,3310000.0,25.55,171155.0,284622,335246.0,356579.0,734.0,10.529105076302473,11.364634251557947,4.381151251637927,20.392126415754674,9.53870842969938,15.012459049468003,3.279029747687948,12.050330700311422,12.558920776551718,12.722622852558025,12.784313897588762,13.021771473821605,4,11
327,328,Kab. Minahasa Utara,Sulawesi Utara,Area 4,Sulawesi,6/126,13819,67864,73.9,224740,918.49,478884543,11405.0,3310000.0,14.33,88401.0,110279,143931.0,167802.0,237.0,9.53387209732166,11.125275716732066,4.316153890523174,19.986970090830862,9.341894811716484,15.012459049468003,2.7298116928837226,11.389649872804195,11.610777865137733,11.877096244803889,12.030545951282123,12.322703907038182,4,11
